officialCardId,stableId,name,category,monsterFrame,typeName,archetypeSetcodes,aliasOfficialCardId,decks,packs,inCardCatalog,officiallyRegistered,readyForGameplay,inDocumentationCsv,inCoreDocumentationCsv,inCompiledDatabase,inTextDatabase,inVisualManifest,artworkFound,artworkPath,artworkGuid,scriptRequired,scriptFound,scriptSource,scriptPath,scriptSha256,scriptCompatibility,missingScriptDependencies,applicableScenarios,existingEvidence,missingCoverage,coreResult,presentationResult,aiResult,multiplayerResult,regressionResult,status,priority,failureCode,responsibleLayer,blockingReason,risk,sourceVersion,evidenceUpdatedUtc
18967507,9ccc4e2041d60094b96dd7094e564714,Dragão Cibersombrioso,Monster,Fusion,Monstro de Fusão,0x4093,,curated:CyberneticSuccessor:Extra;shop:cybernetic-successor-722408:Extra,pack-02-v1,true,true,true,true,true,true,true,true,true,Assets/Cards/Cards/Decks/BatchAugust2026/18967507.jpg,9ccc4e2041d60094b96dd7094e564714,true,true,official,Assets/StreamingAssets/Ygo/Scripts/official/c18967507.lua,52F8D74BE81AE6254F8EA69514C07FC7C7B2B2955CFD1C8173F9986EFFEEF8CB,RESOLVED_STATIC,,integridade_fontes;core_positivo_minimo;core_negativo_relevante;apresentacao_prompt_zona;deck_smoke_ia,CardDatabaseEditModeTests (teste existente; execucao do lote pendente);CardCatalogBatchEditModeTests.EveryCompiledCoreCardRegistersWithNativeCoreLifecycle (teste existente; execucao do lote pendente),dossie_semantico;cenario_core_positivo;cenario_core_negativo;cenario_apresentacao;deck_smoke_deterministico_por_linha_central,NAO_EXECUTADO_NESTE_LOTE,NAO_EXECUTADO_NESTE_LOTE,NAO_EXECUTADO_NESTE_LOTE,NAO_APLICAVEL_NESTA_PRIORIZACAO,NAO_EXECUTADO_NESTE_LOTE,CARREGA,P1,,,,C,1.2.0|11.0|0764db0c75b3d1d574880d365aa3695ab1f13b43|55607ee511d9697b6eac5dbb689deaa5be712826|8d60901db521eb4183ca72560c01a70a6386c98c|tcg_eu_2026_05_18,2026-08-04T09:35:30.019003Z
19066538,e697033903ef8af4eae98d74a0e447dc,Cobra do Mar Rugidora,Monster,Fusion,Monstro de Fusão,,,,auto-pack-0001,true,true,true,true,true,true,true,true,true,Assets/Cards/Cards/Monstros/Fusao/19066538.jpg,e697033903ef8af4eae98d74a0e447dc,true,true,official,Assets/StreamingAssets/Ygo/Scripts/official/c19066538.lua,181DAEC55DC15ACE7E9E365CC306D8F10E61848FEEC91F61E5D7F8A3ACBF1A8E,RESOLVED_STATIC,,integridade_fontes;core_positivo_minimo;core_negativo_relevante;apresentacao_prompt_zona,CardDatabaseEditModeTests (teste existente; execucao do lote pendente);CardCatalogBatchEditModeTests.EveryCompiledCoreCardRegistersWithNativeCoreLifecycle (teste existente; execucao do lote pendente),dossie_semantico;cenario_core_positivo;cenario_core_negativo;cenario_apresentacao,NAO_EXECUTADO_NESTE_LOTE,NAO_EXECUTADO_NESTE_LOTE,NAO_APLICAVEL_NESTA_PRIORIZACAO,NAO_APLICAVEL_NESTA_PRIORIZACAO,NAO_EXECUTADO_NESTE_LOTE,CARREGA,P2,,,,C,1.2.0|11.0|0764db0c75b3d1d574880d365aa3695ab1f13b43|55607ee511d9697b6eac5dbb689deaa5be712826|8d60901db521eb4183ca72560c01a70a6386c98c|tcg_eu_2026_05_18,2026-08-04T09:35:30.019003Z
19299793,e0ef5bd0ad086d64b8e8f216736ea0cb,"Rei Lótus Vermelho, Crime de Chama",Monster,Effect,Monstro de Efeito,,,curated:CrimsonPowerforce:Main;shop:crimson-powerforce-637629:Main,pack-02-v1,true,true,true,true,true,true,true,true,true,Assets/Cards/Cards/Decks/BatchAugust2026/19299793.jpg,e0ef5bd0ad086d64b8e8f216736ea0cb,true,true,official,Assets/StreamingAssets/Ygo/Scripts/official/c19299793.lua,378806CBB54147F75E95906BB12C48D016595456E7B5748E654058C7FD57795E,RESOLVED_STATIC,,integridade_fontes;core_positivo_minimo;core_negativo_relevante;apresentacao_prompt_zona;deck_smoke_ia;multiplayer_privacidade_resync,CardDatabaseEditModeTests (teste existente; execucao do lote pendente);CardCatalogBatchEditModeTests.EveryCompiledCoreCardRegistersWithNativeCoreLifecycle (teste existente; execucao do lote pendente),dossie_semantico;cenario_core_positivo;cenario_core_negativo;cenario_apresentacao;deck_smoke_deterministico_por_linha_central;host_cliente_privacidade_idempotencia_resync,NAO_EXECUTADO_NESTE_LOTE,NAO_EXECUTADO_NESTE_LOTE,NAO_EXECUTADO_NESTE_LOTE,NAO_EXECUTADO_NESTE_LOTE,NAO_EXECUTADO_NESTE_LOTE,CARREGA,P1,,,,B,1.2.0|11.0|0764db0c75b3d1d574880d365aa3695ab1f13b43|55607ee511d9697b6eac5dbb689deaa5be712826|8d60901db521eb4183ca72560c01a70a6386c98c|tcg_eu_2026_05_18,2026-08-04T09:35:30.019003Z
19333131,8a688fc9b5b9afe4fb777615ac2bf4e3,Número 12: Ninja da Armadura de Sombras Carmesim,Monster,Xyz,Monstro Xyz,0x002B;0x0048,,curated:HiddenArtsOfShadows:Extra;shop:hidden-arts-of-shadows-47456:Extra,pack-02-v1,true,true,true,true,true,true,true,true,true,Assets/Cards/Cards/Decks/BatchAugust2026/19333131.jpg,8a688fc9b5b9afe4fb777615ac2bf4e3,true,true,official,Assets/StreamingAssets/Ygo/Scripts/official/c19333131.lua,BEA011E90E5F12F60FCBE1908341AF7D1A2AEEEC90B687A154ED11559938B1F0,RESOLVED_STATIC,,integridade_fontes;core_positivo_minimo;core_negativo_relevante;apresentacao_prompt_zona;deck_smoke_ia,CardDatabaseEditModeTests (teste existente; execucao do lote pendente);CardCatalogBatchEditModeTests.EveryCompiledCoreCardRegistersWithNativeCoreLifecycle (teste existente; execucao do lote pendente),dossie_semantico;cenario_core_positivo;cenario_core_negativo;cenario_apresentacao;deck_smoke_deterministico_por_linha_central,NAO_EXECUTADO_NESTE_LOTE,NAO_EXECUTADO_NESTE_LOTE,NAO_EXECUTADO_NESTE_LOTE,NAO_APLICAVEL_NESTA_PRIORIZACAO,NAO_EXECUTADO_NESTE_LOTE,CARREGA,P1,,,,C,1.2.0|11.0|0764db0c75b3d1d574880d365aa3695ab1f13b43|55607ee511d9697b6eac5dbb689deaa5be712826|8d60901db521eb4183ca72560c01a70a6386c98c|tcg_eu_2026_05_18,2026-08-04T09:35:30.019003Z
19613556,fae7771b9a9e1704394f0b52d4646a4c,Tempestade Pesada,Spell,Effect,Carta de Magia,,,curated:MausoleumLockdownEdison:Main;shop:classic-red-eyes-black-dragon:Main;shop:mausoleum-lockdown-edison-724211:Main,pack-02-v1,true,true,true,true,true,true,true,true,true,Assets/Cards/Cards/Magias/Normais/19613556.jpg,fae7771b9a9e1704394f0b52d4646a4c,true,true,official,Assets/StreamingAssets/Ygo/Scripts/official/c19613556.lua,9B8C1BDBCF9CFBB51C491D970941BADA9E0B553530713E14571B9F3C4027D129,RESOLVED_STATIC,,integridade_fontes;core_positivo_minimo;core_negativo_relevante;apresentacao_prompt_zona;deck_smoke_ia,CardDatabaseEditModeTests (teste existente; execucao do lote pendente);CardCatalogBatchEditModeTests.EveryCompiledCoreCardRegistersWithNativeCoreLifecycle (teste existente; execucao do lote pendente),dossie_semantico;cenario_core_positivo;cenario_core_negativo;cenario_apresentacao;deck_smoke_deterministico_por_linha_central,NAO_EXECUTADO_NESTE_LOTE,NAO_EXECUTADO_NESTE_LOTE,NAO_EXECUTADO_NESTE_LOTE,NAO_APLICAVEL_NESTA_PRIORIZACAO,NAO_EXECUTADO_NESTE_LOTE,CARREGA,P1,,,,B,1.2.0|11.0|0764db0c75b3d1d574880d365aa3695ab1f13b43|55607ee511d9697b6eac5dbb689deaa5be712826|8d60901db521eb4183ca72560c01a70a6386c98c|tcg_eu_2026_05_18,2026-08-04T09:35:30.019003Z
19665973,b4cd66ee3ff85744a8873810a096f421,Desvanecer da Batalha,Monster,Effect,Monstro de Efeito,,,curated:MausoleumLockdownEdison:Main;shop:mausoleum-lockdown-edison-724211:Main,pack-02-v1,true,true,true,true,true,true,true,true,true,Assets/Cards/Cards/Decks/MausoleumLockdownEdison/19665973.jpg,b4cd66ee3ff85744a8873810a096f421,true,true,official,Assets/StreamingAssets/Ygo/Scripts/official/c19665973.lua,E429F15745FF0AA377E8C8AAC6146BA5FA5ED5E5FDB7257044D0817B455ABF75,RESOLVED_STATIC,,integridade_fontes;core_positivo_minimo;core_negativo_relevante;apresentacao_prompt_zona;deck_smoke_ia,CardDatabaseEditModeTests (teste existente; execucao do lote pendente);CardCatalogBatchEditModeTests.EveryCompiledCoreCardRegistersWithNativeCoreLifecycle (teste existente; execucao do lote pendente),dossie_semantico;cenario_core_positivo;cenario_core_negativo;cenario_apresentacao;deck_smoke_deterministico_por_linha_central,NAO_EXECUTADO_NESTE_LOTE,NAO_EXECUTADO_NESTE_LOTE,NAO_EXECUTADO_NESTE_LOTE,NAO_APLICAVEL_NESTA_PRIORIZACAO,NAO_EXECUTADO_NESTE_LOTE,CARREGA,P1,,,,B,1.2.0|11.0|0764db0c75b3d1d574880d365aa3695ab1f13b43|55607ee511d9697b6eac5dbb689deaa5be712826|8d60901db521eb4183ca72560c01a70a6386c98c|tcg_eu_2026_05_18,2026-08-04T09:35:30.019003Z
19771459,279be85eb761f4ddee1d2a6cdaf99227,Caverguerra Gactos,Monster,Effect,Monstro de Efeito,0x0161,,,auto-pack-0003,true,true,true,true,true,true,true,true,true,Assets/Cards/Cards/Decks/CasualWarRock/19771459.jpg,279be85eb761f4ddee1d2a6cdaf99227,true,true,official,Assets/StreamingAssets/Ygo/Scripts/official/c19771459.lua,02CE9FC301375A268F140EB920F1382F3197653A5CC4E7ADEF742743A39C44E1,RESOLVED_STATIC,,integridade_fontes;core_positivo_minimo;core_negativo_relevante;apresentacao_prompt_zona,CardDatabaseEditModeTests (teste existente; execucao do lote pendente);CardCatalogBatchEditModeTests.EveryCompiledCoreCardRegistersWithNativeCoreLifecycle (teste existente; execucao do lote pendente),dossie_semantico;cenario_core_positivo;cenario_core_negativo;cenario_apresentacao,NAO_EXECUTADO_NESTE_LOTE,NAO_EXECUTADO_NESTE_LOTE,NAO_APLICAVEL_NESTA_PRIORIZACAO,NAO_APLICAVEL_NESTA_PRIORIZACAO,NAO_EXECUTADO_NESTE_LOTE,CARREGA,P2,,,,B,1.2.0|11.0|0764db0c75b3d1d574880d365aa3695ab1f13b43|55607ee511d9697b6eac5dbb689deaa5be712826|8d60901db521eb4183ca72560c01a70a6386c98c|tcg_eu_2026_05_18,2026-08-04T09:35:30.019003Z
19974580,3656d335af061a04c929455fe722376b,Dragão da Corrente de Malha de Ferro,Monster,Synchro,Monstro Sincro,0x0025,,curated:MausoleumLockdownEdison:Extra;shop:mausoleum-lockdown-edison-724211:Extra,pack-02-v1,true,true,true,true,true,true,true,true,true,Assets/Cards/Cards/Decks/MausoleumLockdownEdison/19974580.jpg,3656d335af061a04c929455fe722376b,true,true,official,Assets/StreamingAssets/Ygo/Scripts/official/c19974580.lua,A95AF00659454C58BBF94DF69E5ECFFA72717A09A8D0B0BDBCF957B3504E883B,RESOLVED_STATIC,,integridade_fontes;core_positivo_minimo;core_negativo_relevante;apresentacao_prompt_zona;deck_smoke_ia,CardDatabaseEditModeTests (teste existente; execucao do lote pendente);CardCatalogBatchEditModeTests.EveryCompiledCoreCardRegistersWithNativeCoreLifecycle (teste existente; execucao do lote pendente),dossie_semantico;cenario_core_positivo;cenario_core_negativo;cenario_apresentacao;deck_smoke_deterministico_por_linha_central,NAO_EXECUTADO_NESTE_LOTE,NAO_EXECUTADO_NESTE_LOTE,NAO_EXECUTADO_NESTE_LOTE,NAO_APLICAVEL_NESTA_PRIORIZACAO,NAO_EXECUTADO_NESTE_LOTE,CARREGA,P1,,,,C,1.2.0|11.0|0764db0c75b3d1d574880d365aa3695ab1f13b43|55607ee511d9697b6eac5dbb689deaa5be712826|8d60901db521eb4183ca72560c01a70a6386c98c|tcg_eu_2026_05_18,2026-08-04T09:35:30.019003Z
20065259,af45e5627d0d4f746bc1938d6ffca250,"Kagero, o Ninja Canhão",Monster,Effect,Monstro de Efeito,0x002B,,curated:HiddenArtsOfShadows:Main;shop:hidden-arts-of-shadows-47456:Main,pack-02-v1,true,true,true,true,true,true,true,true,true,Assets/Cards/Cards/Decks/BatchAugust2026/20065259.jpg,af45e5627d0d4f746bc1938d6ffca250,true,true,official,Assets/StreamingAssets/Ygo/Scripts/official/c20065259.lua,F38ECCACA86E6E3D4F5EB2AAC1E328F136E71BD8840915B0D6156A92D1627E72,RESOLVED_STATIC,,integridade_fontes;core_positivo_minimo;core_negativo_relevante;apresentacao_prompt_zona;deck_smoke_ia;multiplayer_privacidade_resync,CardDatabaseEditModeTests (teste existente; execucao do lote pendente);CardCatalogBatchEditModeTests.EveryCompiledCoreCardRegistersWithNativeCoreLifecycle (teste existente; execucao do lote pendente),dossie_semantico;cenario_core_positivo;cenario_core_negativo;cenario_apresentacao;deck_smoke_deterministico_por_linha_central;host_cliente_privacidade_idempotencia_resync,NAO_EXECUTADO_NESTE_LOTE,NAO_EXECUTADO_NESTE_LOTE,NAO_EXECUTADO_NESTE_LOTE,NAO_EXECUTADO_NESTE_LOTE,NAO_EXECUTADO_NESTE_LOTE,CARREGA,P1,,,,B,1.2.0|11.0|0764db0c75b3d1d574880d365aa3695ab1f13b43|55607ee511d9697b6eac5dbb689deaa5be712826|8d60901db521eb4183ca72560c01a70a6386c98c|tcg_eu_2026_05_18,2026-08-04T09:35:30.019003Z
20295753,8a962b244f65566478ea9940ae7f8872,Serpente da Espada Noturna,Monster,Effect,Monstro de Efeito,,,curated:FemaleReptile:Main;shop:female-reptile-deck-724288:Main,pack-02-v1,true,true,true,true,true,true,true,true,true,Assets/Cards/Cards/Decks/BatchJuly2026/20295753.jpg,8a962b244f65566478ea9940ae7f8872,true,true,official,Assets/StreamingAssets/Ygo/Scripts/official/c20295753.lua,F2F06928F29EE70CBCE0DD3E0682BA5FD31AE568E37735613C13CCF32CAEA172,RESOLVED_STATIC,,integridade_fontes;core_positivo_minimo;core_negativo_relevante;apresentacao_prompt_zona;deck_smoke_ia,CardDatabaseEditModeTests (teste existente; execucao do lote pendente);CardCatalogBatchEditModeTests.EveryCompiledCoreCardRegistersWithNativeCoreLifecycle (teste existente; execucao do lote pendente),dossie_semantico;cenario_core_positivo;cenario_core_negativo;cenario_apresentacao;deck_smoke_deterministico_por_linha_central,NAO_EXECUTADO_NESTE_LOTE,NAO_EXECUTADO_NESTE_LOTE,NAO_EXECUTADO_NESTE_LOTE,NAO_APLICAVEL_NESTA_PRIORIZACAO,NAO_EXECUTADO_NESTE_LOTE,CARREGA,P1,,,,B,1.2.0|11.0|0764db0c75b3d1d574880d365aa3695ab1f13b43|55607ee511d9697b6eac5dbb689deaa5be712826|8d60901db521eb4183ca72560c01a70a6386c98c|tcg_eu_2026_05_18,2026-08-04T09:35:30.019003Z
20508881,45d10952e28de7e45af14a5e96a838a8,Visão Radiante do Tufão,Spell,Effect,Carta de Magia,0x01C9,,curated:Runick:Main;shop:runick-724086:Main,pack-02-v1,true,true,true,true,true,true,true,true,true,Assets/Cards/Cards/Decks/BatchAugust2026/20508881.jpg,45d10952e28de7e45af14a5e96a838a8,true,true,official,Assets/StreamingAssets/Ygo/Scripts/official/c20508881.lua,0290DA86EA1F05BDBF1567DCB14C525C31AAA7D6D9747F2CCCEB43ABCE12D855,RESOLVED_STATIC,,integridade_fontes;core_positivo_minimo;core_negativo_relevante;apresentacao_prompt_zona;deck_smoke_ia;multiplayer_privacidade_resync,CardDatabaseEditModeTests (teste existente; execucao do lote pendente);CardCatalogBatchEditModeTests.EveryCompiledCoreCardRegistersWithNativeCoreLifecycle (teste existente; execucao do lote pendente),dossie_semantico;cenario_core_positivo;cenario_core_negativo;cenario_apresentacao;deck_smoke_deterministico_por_linha_central;host_cliente_privacidade_idempotencia_resync,NAO_EXECUTADO_NESTE_LOTE,NAO_EXECUTADO_NESTE_LOTE,NAO_EXECUTADO_NESTE_LOTE,NAO_EXECUTADO_NESTE_LOTE,NAO_EXECUTADO_NESTE_LOTE,CARREGA,P1,,,,B,1.2.0|11.0|0764db0c75b3d1d574880d365aa3695ab1f13b43|55607ee511d9697b6eac5dbb689deaa5be712826|8d60901db521eb4183ca72560c01a70a6386c98c|tcg_eu_2026_05_18,2026-08-04T09:35:30.019003Z
20618850,e0884366e9b6c8f45bae03e4b04d0d30,Partícula Dourada Rúnika,Spell,Effect,Carta de Magia,0x0180,,curated:Runick:Main;shop:runick-724086:Main,pack-02-v1,true,true,true,true,true,true,true,true,true,Assets/Cards/Cards/Decks/BatchAugust2026/20618850.jpg,e0884366e9b6c8f45bae03e4b04d0d30,true,true,official,Assets/StreamingAssets/Ygo/Scripts/official/c20618850.lua,2C00863ABEE2DA0E7848F215F24EA9E74CE085890A2E95B959C39EF7139ED692,RESOLVED_STATIC,,integridade_fontes;core_positivo_minimo;core_negativo_relevante;apresentacao_prompt_zona;deck_smoke_ia;multiplayer_privacidade_resync,CardDatabaseEditModeTests (teste existente; execucao do lote pendente);CardCatalogBatchEditModeTests.EveryCompiledCoreCardRegistersWithNativeCoreLifecycle (teste existente; execucao do lote pendente),dossie_semantico;cenario_core_positivo;cenario_core_negativo;cenario_apresentacao;deck_smoke_deterministico_por_linha_central;host_cliente_privacidade_idempotencia_resync,NAO_EXECUTADO_NESTE_LOTE,NAO_EXECUTADO_NESTE_LOTE,NAO_EXECUTADO_NESTE_LOTE,NAO_EXECUTADO_NESTE_LOTE,NAO_EXECUTADO_NESTE_LOTE,CARREGA,P1,,,,B,1.2.0|11.0|0764db0c75b3d1d574880d365aa3695ab1f13b43|55607ee511d9697b6eac5dbb689deaa5be712826|8d60901db521eb4183ca72560c01a70a6386c98c|tcg_eu_2026_05_18,2026-08-04T09:35:30.019003Z
20654247,bfa252dc39432e24ba9de6f23e378ce4,Dragão do Caos de Olhos Azuis,Monster,Ritual,Monstro de Ritual,0x00DD;0x00CF,,curated:BlueEyesMaxModified:Main;shop:classic-blue-eyes-dragon-genesys-99:Main,pack-02-v1,true,true,true,true,true,true,true,true,true,Assets/Cards/Cards/Decks/BatchAugust2026/20654247.jpg,bfa252dc39432e24ba9de6f23e378ce4,true,true,official,Assets/StreamingAssets/Ygo/Scripts/official/c20654247.lua,1667514CEED3ED23771C475CBAACE651E4909AA30EFAD414375C10316A393823,RESOLVED_STATIC,,integridade_fontes;core_positivo_minimo;core_negativo_relevante;apresentacao_prompt_zona;deck_smoke_ia,CardDatabaseEditModeTests (teste existente; execucao do lote pendente);CardCatalogBatchEditModeTests.EveryCompiledCoreCardRegistersWithNativeCoreLifecycle (teste existente; execucao do lote pendente),dossie_semantico;cenario_core_positivo;cenario_core_negativo;cenario_apresentacao;deck_smoke_deterministico_por_linha_central,NAO_EXECUTADO_NESTE_LOTE,NAO_EXECUTADO_NESTE_LOTE,NAO_EXECUTADO_NESTE_LOTE,NAO_APLICAVEL_NESTA_PRIORIZACAO,NAO_EXECUTADO_NESTE_LOTE,CARREGA,P1,,,,B,1.2.0|11.0|0764db0c75b3d1d574880d365aa3695ab1f13b43|55607ee511d9697b6eac5dbb689deaa5be712826|8d60901db521eb4183ca72560c01a70a6386c98c|tcg_eu_2026_05_18,2026-08-04T09:35:30.019003Z
20747792,042c6051d7317e744b9a0ce6e5694f3d,Pequena Maga Baga,Monster,Effect,Monstro de Efeito,0x20A2,,curated:DarkMagician:Main,auto-pack-0001,true,true,true,true,true,true,true,true,true,Assets/Cards/Cards/Monstros/Efeito/20747792.jpg,042c6051d7317e744b9a0ce6e5694f3d,true,true,official,Assets/StreamingAssets/Ygo/Scripts/official/c20747792.lua,47AF8AE897F7711EEE889F7BB313D7384C9E94DBABB78E173AC11E0838BBA277,RESOLVED_STATIC,,integridade_fontes;core_positivo_minimo;core_negativo_relevante;apresentacao_prompt_zona;deck_smoke_ia;multiplayer_privacidade_resync,CardDatabaseEditModeTests (teste existente; execucao do lote pendente);CardCatalogBatchEditModeTests.EveryCompiledCoreCardRegistersWithNativeCoreLifecycle (teste existente; execucao do lote pendente),dossie_semantico;cenario_core_positivo;cenario_core_negativo;cenario_apresentacao;deck_smoke_deterministico_por_linha_central;host_cliente_privacidade_idempotencia_resync,NAO_EXECUTADO_NESTE_LOTE,NAO_EXECUTADO_NESTE_LOTE,NAO_EXECUTADO_NESTE_LOTE,NAO_EXECUTADO_NESTE_LOTE,NAO_EXECUTADO_NESTE_LOTE,CARREGA,P1,,,,B,1.2.0|11.0|0764db0c75b3d1d574880d365aa3695ab1f13b43|55607ee511d9697b6eac5dbb689deaa5be712826|8d60901db521eb4183ca72560c01a70a6386c98c|tcg_eu_2026_05_18,2026-08-04T09:35:30.019003Z
21082832,c8fc84791ede14e45a81e8745fc8e7a9,Forma do Caos,Spell,Ritual,Monstro de Ritual,0x00CF,,curated:BlueEyesMaxModified:Main;curated:DarkMagicalBlast:Main;shop:classic-blue-eyes-dragon-genesys-99:Main;shop:yugi-mutou-dark-magician-classic:Main,pack-02-v1,true,true,true,true,true,true,true,true,true,Assets/Cards/Cards/Decks/BatchAugust2026/21082832.jpg,c8fc84791ede14e45a81e8745fc8e7a9,true,true,official,Assets/StreamingAssets/Ygo/Scripts/official/c21082832.lua,5876A1D046AA8C852929611E9567C5C314267DFCB278B76514BF39E786C86B25,RESOLVED_STATIC,,integridade_fontes;core_positivo_minimo;core_negativo_relevante;apresentacao_prompt_zona;deck_smoke_ia,CardDatabaseEditModeTests (teste existente; execucao do lote pendente);CardCatalogBatchEditModeTests.EveryCompiledCoreCardRegistersWithNativeCoreLifecycle (teste existente; execucao do lote pendente),dossie_semantico;cenario_core_positivo;cenario_core_negativo;cenario_apresentacao;deck_smoke_deterministico_por_linha_central,NAO_EXECUTADO_NESTE_LOTE,NAO_EXECUTADO_NESTE_LOTE,NAO_EXECUTADO_NESTE_LOTE,NAO_APLICAVEL_NESTA_PRIORIZACAO,NAO_EXECUTADO_NESTE_LOTE,CARREGA,P1,,,,B,1.2.0|11.0|0764db0c75b3d1d574880d365aa3695ab1f13b43|55607ee511d9697b6eac5dbb689deaa5be712826|8d60901db521eb4183ca72560c01a70a6386c98c|tcg_eu_2026_05_18,2026-08-04T09:35:30.019003Z
21179143,7e1514f9a34a9a04c8842772b470604e,Prole Reptiliana,Spell,Effect,Carta de Magia,0x003C,,curated:FemaleReptile:Main;shop:female-reptile-deck-724288:Main,pack-02-v1,true,true,true,true,true,true,true,true,true,Assets/Cards/Cards/Decks/BatchJuly2026/21179143.jpg,7e1514f9a34a9a04c8842772b470604e,true,true,official,Assets/StreamingAssets/Ygo/Scripts/official/c21179143.lua,FB8D3A3029B209E0A26671F4F46BB49F31AC3BF7C2E561BC4618A634295A3E3F,RESOLVED_STATIC,,integridade_fontes;core_positivo_minimo;core_negativo_relevante;apresentacao_prompt_zona;deck_smoke_ia,CardDatabaseEditModeTests (teste existente; execucao do lote pendente);CardCatalogBatchEditModeTests.EveryCompiledCoreCardRegistersWithNativeCoreLifecycle (teste existente; execucao do lote pendente),dossie_semantico;cenario_core_positivo;cenario_core_negativo;cenario_apresentacao;deck_smoke_deterministico_por_linha_central,NAO_EXECUTADO_NESTE_LOTE,NAO_EXECUTADO_NESTE_LOTE,NAO_EXECUTADO_NESTE_LOTE,NAO_APLICAVEL_NESTA_PRIORIZACAO,NAO_EXECUTADO_NESTE_LOTE,CARREGA,P1,,,,B,1.2.0|11.0|0764db0c75b3d1d574880d365aa3695ab1f13b43|55607ee511d9697b6eac5dbb689deaa5be712826|8d60901db521eb4183ca72560c01a70a6386c98c|tcg_eu_2026_05_18,2026-08-04T09:35:30.019003Z
21200905,9f57100df7aaee145bd46e3146e32437,Aromági-serafim Jasmim,Monster,Link,Monstro Link,0x00C9,,curated:PlantLink:Extra;shop:plant-link-722230:Extra,pack-02-v1,true,true,true,true,true,true,true,true,true,Assets/Cards/Cards/Decks/BatchJuly2026/21200905.jpg,9f57100df7aaee145bd46e3146e32437,true,true,official,Assets/StreamingAssets/Ygo/Scripts/official/c21200905.lua,BD1E218780EA9A611369155EDFB1586A38B78D505FFDE7B9937FFE784B6D9C77,RESOLVED_STATIC,,integridade_fontes;core_positivo_minimo;core_negativo_relevante;apresentacao_prompt_zona;deck_smoke_ia;multiplayer_privacidade_resync,CardDatabaseEditModeTests (teste existente; execucao do lote pendente);CardCatalogBatchEditModeTests.EveryCompiledCoreCardRegistersWithNativeCoreLifecycle (teste existente; execucao do lote pendente),dossie_semantico;cenario_core_positivo;cenario_core_negativo;cenario_apresentacao;deck_smoke_deterministico_por_linha_central;host_cliente_privacidade_idempotencia_resync,NAO_EXECUTADO_NESTE_LOTE,NAO_EXECUTADO_NESTE_LOTE,NAO_EXECUTADO_NESTE_LOTE,NAO_EXECUTADO_NESTE_LOTE,NAO_EXECUTADO_NESTE_LOTE,CARREGA,P1,,,,C,1.2.0|11.0|0764db0c75b3d1d574880d365aa3695ab1f13b43|55607ee511d9697b6eac5dbb689deaa5be712826|8d60901db521eb4183ca72560c01a70a6386c98c|tcg_eu_2026_05_18,2026-08-04T09:35:30.019003Z
21296502,76da73fd04e0bdc42b50953629ae2bd0,Mago Negro Toon,Monster,Effect,Monstro de Efeito,0x0062;0x10A2,,curated:ToonTest:Main;shop:toon-test-718475:Main,pack-02-v1,true,true,true,true,true,true,true,true,true,Assets/Cards/Cards/Decks/ToonTest/21296502.jpg,76da73fd04e0bdc42b50953629ae2bd0,true,true,official,Assets/StreamingAssets/Ygo/Scripts/official/c21296502.lua,B8077CAB21205A87CE7CB0A796611474E51627CE2EB22F73CEB235E2B1688B75,RESOLVED_STATIC,,integridade_fontes;core_positivo_minimo;core_negativo_relevante;apresentacao_prompt_zona;deck_smoke_ia;multiplayer_privacidade_resync,CardDatabaseEditModeTests (teste existente; execucao do lote pendente);CardCatalogBatchEditModeTests.EveryCompiledCoreCardRegistersWithNativeCoreLifecycle (teste existente; execucao do lote pendente),dossie_semantico;cenario_core_positivo;cenario_core_negativo;cenario_apresentacao;deck_smoke_deterministico_por_linha_central;host_cliente_privacidade_idempotencia_resync,NAO_EXECUTADO_NESTE_LOTE,NAO_EXECUTADO_NESTE_LOTE,NAO_EXECUTADO_NESTE_LOTE,NAO_EXECUTADO_NESTE_LOTE,NAO_EXECUTADO_NESTE_LOTE,CARREGA,P1,,,,C,1.2.0|11.0|0764db0c75b3d1d574880d365aa3695ab1f13b43|55607ee511d9697b6eac5dbb689deaa5be712826|8d60901db521eb4183ca72560c01a70a6386c98c|tcg_eu_2026_05_18,2026-08-04T09:35:30.019003Z
